,Cena,Približno,Neto cena,DDV,Bivalna površina,Vrsta stanovanja,Leto izgradnje,Vrsta ponudbe,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Leto zadnje prenove,Balkon / terasa / atrij,Zunanje površine in oprema,Vrsta cene,Oglas je objavljen,Do poteka še,Oglas je prikazan,Link,Šifra oglasa,Opremljenost in stanje,Število parkirnih mest,Možnost menjave,Neto površina,Energetski razred,Interna številka oglasa
67,277.244 €,,,,,3-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,30 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-3-sobno-prodaja-oglas-9950445,9950445,,2,Menjava za drugo nepremičnino ni možna,"88,00 m²",B1 (15 - 25 kWh/m2a),101157-536
68,460.000 €,,,,"109,60 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V večstanovanjski stavbi,,2,,"Balkon, Atrij",,Skupna cena,12.09.2022. ob 15:13,do prodaje,21 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950443,9950443,,2,Menjava za drugo nepremičnino ni možna,"132,65 m²",EI v izdelavi,101179-325
69,298.000 €,,,,"70,90 m²",3-sobno,1982,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",,,,,Balkon,,Skupna cena,12.09.2022. ob 15:13,do prodaje,43 -krat,https://www.bolha.com/nepremicnine/ljubljana-bezigrad-stanovanje-3-sobno-prodaja-oglas-9950440,9950440,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"78,90 m²",D (60 - 105 kWh/m2a),101157-513
70,218.767 €,,,,,3-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,18 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-3-sobno-prodaja-oglas-9950438,9950438,,2,Menjava za drugo nepremičnino ni možna,"67,89 m²",B1 (15 - 25 kWh/m2a),101216-82
71,1.020.000 €,,,,"182,50 m²",6 in večsobno,2022,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",V večstanovanjski stavbi,,2,,,,Skupna cena,12.09.2022. ob 15:13,do prodaje,17 -krat,https://www.bolha.com/nepremicnine/ljubljana-trnovo-stanovanje-5-in-vecsobno-prodaja-oglas-9950436,9950436,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"255,00 m²",,101236-41
72,394.000 €,,,,,3-sobno,2012,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,,,,Zaprt balkon,,Skupna cena,12.09.2022. ob 15:13,do prodaje,45 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-stanovanje-3-sobno-prodaja-oglas-9950435,9950435,Delno opremljeno,1,Menjava za drugo nepremičnino ni možna,"74,55 m²",,101216-48
73,500.365 €,,,,,6 in večsobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,11 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-5-in-vecsobno-prodaja-oglas-9950433,9950433,,4,Menjava za drugo nepremičnino ni možna,"214,35 m²",B1 (15 - 25 kWh/m2a),101236-53
74,446.000 €,,,,"96,00 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V večstanovanjski stavbi,,2,,"Balkon, Atrij",,Skupna cena,12.09.2022. ob 15:13,do prodaje,19 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950432,9950432,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"136,25 m²",EI v izdelavi,101179-319
75,311.874 €,,,,,4-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,14 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-4-sobno-prodaja-oglas-9950427,9950427,,2,Menjava za drugo nepremičnino ni možna,"100,85 m²",B1 (15 - 25 kWh/m2a),101240-14
76,480.000 €,,,,"109,60 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V hiši,,2,,"Balkon, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,16 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950426,9950426,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"132,65 m²",EI v izdelavi,101215-120
77,469.000 €,,,,"95,20 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V hiši,,1,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,15 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950425,9950425,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"138,54 m²",EI v izdelavi,101215-122
78,480.000 €,,,,"109,60 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V hiši,,2,,"Balkon, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,15 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950424,9950424,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"132,65 m²",EI v izdelavi,101215-121
79,460.000 €,,,,"95,20 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V večstanovanjski stavbi,,2,,"Balkon, Atrij",,Skupna cena,12.09.2022. ob 15:13,do prodaje,14 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950423,9950423,,2,Menjava za drugo nepremičnino ni možna,"141,88 m²",EI v izdelavi,101179-321
80,470.000 €,,,,"69,50 m²",2-sobno,1921,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,,5,2004,Balkon,,Skupna cena,12.09.2022. ob 15:13,do prodaje,28 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-stanovanje-2-sobno-prodaja-oglas-9950421,9950421,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"76,40 m²",D (60 - 105 kWh/m2a),101157-535
81,156.019 €,,,,,1-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,20 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-1-sobno-prodaja-oglas-9950420,9950420,,2,Menjava za drugo nepremičnino ni možna,"40,81 m²",B1 (15 - 25 kWh/m2a),101240-13
82,915.000 €,,,,"119,20 m²",3-sobno,2022,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,,6,,,,Skupna cena,12.09.2022. ob 15:13,do prodaje,22 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-stanovanje-3-sobno-prodaja-oglas-9950418,9950418,Neopremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"168,95 m²",,101206-2
83,1.040.000 €,,,,"182,50 m²",6 in večsobno,2022,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",V večstanovanjski stavbi,,2,,,,Skupna cena,12.09.2022. ob 15:13,do prodaje,16 -krat,https://www.bolha.com/nepremicnine/ljubljana-trnovo-stanovanje-5-in-vecsobno-prodaja-oglas-9950417,9950417,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"255,00 m²",,101215-185
84,449.000 €,,,,"95,20 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V večstanovanjski stavbi,,2,,"Balkon, Atrij",,Skupna cena,12.09.2022. ob 15:13,do prodaje,23 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950416,9950416,,2,Menjava za drugo nepremičnino ni možna,"138,54 m²",EI v izdelavi,101179-323
85,471.000 €,,,,"95,20 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V hiši,,1,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,16 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950415,9950415,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"137,70 m²",EI v izdelavi,101215-118
86,513.743 €,,,,,6 in večsobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,441 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-5-in-vecsobno-prodaja-oglas-9950412,9950412,,4,Menjava za drugo nepremičnino ni možna,"214,35 m²",B1 (15 - 25 kWh/m2a),101157-537
87,655.000 €,,,,"156,10 m²",4-sobno,,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,,,2018,,,Skupna cena,12.09.2022. ob 15:13,do prodaje,16 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-stanovanje-4-sobno-prodaja-oglas-9950410,9950410,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"156,10 m²",C (35 - 60 kWh/m2a),101108-474
88,1.040.000 €,,,,"182,50 m²",6 in večsobno,2022,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",V večstanovanjski stavbi,,2,,,,Skupna cena,12.09.2022. ob 15:13,do prodaje,10 -krat,https://www.bolha.com/nepremicnine/ljubljana-trnovo-stanovanje-5-in-vecsobno-prodaja-oglas-9950408,9950408,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"255,00 m²",,101206-59
89,575.000 €,,,,"131,20 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V hiši,,2,,"Balkon, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,29 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950405,9950405,Delno opremljeno,2,Menjava za drugo nepremičnino ni možna,"149,55 m²",EI v izdelavi,101215-123
90,485.000 €,,,,"110,00 m²",4-sobno,1895,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,,3,2011,,,Skupna cena,12.09.2022. ob 15:13,do prodaje,17 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-stanovanje-4-sobno-prodaja-oglas-9950404,9950404,Popolnoma opremljeno,2,Menjava za drugo nepremičnino ni možna,"110,00 m²",D (60 - 105 kWh/m2a),101215-56
91,239.000 €,,,,,"2,5-sobno",1959,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,,,,Terasa,,Skupna cena,12.09.2022. ob 15:13,do prodaje,53 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-stanovanje-2.5-sobno-prodaja-oglas-9950403,9950403,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"56,50 m²",D (60 - 105 kWh/m2a),101108-572
92,779.500 €,,,,"139,60 m²",4-sobno,2020,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",V večstanovanjski stavbi,,3,,"Atrij, Terasa",Vrt/dvorišče,Skupna cena,12.09.2022. ob 15:13,do prodaje,12 -krat,https://www.bolha.com/nepremicnine/ljubljana-trnovo-stanovanje-4-sobno-prodaja-oglas-9950402,9950402,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"367,00 m²",A2 (10 - 15 kWh/m2a),101216-4
93,1.020.000 €,,,,"169,60 m²","4,5-sobno",2022,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",V večstanovanjski stavbi,,,,,,Skupna cena,12.09.2022. ob 15:13,do prodaje,10 -krat,https://www.bolha.com/nepremicnine/ljubljana-trnovo-stanovanje-4.5-sobno-prodaja-oglas-9950400,9950400,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"219,10 m²",EI v izdelavi,101206-60
94,480.000 €,,,,"109,60 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V hiši,,2,,"Balkon, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,18 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950399,9950399,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"132,65 m²",EI v izdelavi,101215-109
95,303.554 €,,,,,6 in večsobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,12 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-5-in-vecsobno-prodaja-oglas-9950398,9950398,,2,Menjava za drugo nepremičnino ni možna,"101,72 m²",B1 (15 - 25 kWh/m2a),101170-217
96,394.000 €,,,,"74,55 m²",3-sobno,2012,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,,,,Zaprt balkon,,Skupna cena,12.09.2022. ob 15:13,do prodaje,21 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-stanovanje-3-sobno-prodaja-oglas-9950397,9950397,Delno opremljeno,1,Menjava za drugo nepremičnino ni možna,"74,55 m²",,101206-7
97,480.000 €,,,,"95,20 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V hiši,,1,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,15 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950396,9950396,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"141,88 m²",EI v izdelavi,101215-124
98,445.000 €,,,,"95,20 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V večstanovanjski stavbi,,2,,"Balkon, Atrij",,Skupna cena,12.09.2022. ob 15:13,do prodaje,14 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950395,9950395,,2,Menjava za drugo nepremičnino ni možna,"135,70 m²",EI v izdelavi,101179-326
99,451.000 €,,,,"95,20 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V večstanovanjski stavbi,,2,,"Balkon, Atrij",,Skupna cena,12.09.2022. ob 15:13,do prodaje,13 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950393,9950393,,2,Menjava za drugo nepremičnino ni možna,"137,70 m²",EI v izdelavi,101179-327
100,354.847 €,,,,,3-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:13,do prodaje,15 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-3-sobno-prodaja-oglas-9950391,9950391,,2,Menjava za drugo nepremičnino ni možna,"107,25 m²",B1 (15 - 25 kWh/m2a),101170-216
101,300.000 €,,,,"80,00 m²",3-sobno,2010,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V hiši,,2,,Balkon,,Skupna cena,12.09.2022. ob 15:12,do prodaje,24 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-3-sobno-prodaja-oglas-9950390,9950390,Delno opremljeno,2,Menjava za drugo nepremičnino ni možna,"90,30 m²",C (35 - 60 kWh/m2a),101215-188
102,400.000 €,,,,,3-sobno,,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,,,2005,,,Skupna cena,12.09.2022. ob 15:12,do prodaje,21 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-stanovanje-3-sobno-prodaja-oglas-9950388,9950388,Delno opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"94,50 m²",,101216-60
103,471.000 €,,,,"95,20 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V večstanovanjski stavbi,,2,,"Balkon, Atrij",,Skupna cena,12.09.2022. ob 15:12,do prodaje,15 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950387,9950387,,2,Menjava za drugo nepremičnino ni možna,"137,70 m²",EI v izdelavi,101215-127
104,1.040.000 €,,,,"182,50 m²",6 in večsobno,2022,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",V večstanovanjski stavbi,,2,,,,Skupna cena,12.09.2022. ob 15:12,do prodaje,5 -krat,https://www.bolha.com/nepremicnine/ljubljana-trnovo-stanovanje-5-in-vecsobno-prodaja-oglas-9950386,9950386,,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"255,00 m²",Ni možno izdati,101231-38
105,480.000 €,,,,"109,60 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V večstanovanjski stavbi,,2,,,,Skupna cena,12.09.2022. ob 15:12,do prodaje,19 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950385,9950385,,2,Menjava za drugo nepremičnino ni možna,"132,65 m²",EI v izdelavi,101215-129
106,575.000 €,,,,"131,20 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V večstanovanjski stavbi,,2,,"Balkon, Atrij",,Skupna cena,12.09.2022. ob 15:12,do prodaje,4 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950383,9950383,,2,Menjava za drugo nepremičnino ni možna,"149,55 m²",EI v izdelavi,101179-322
107,468.000 €,,,,"96,00 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V večstanovanjski stavbi,,2,,"Balkon, Atrij",,Skupna cena,12.09.2022. ob 15:12,do prodaje,14 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950379,9950379,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"136,25 m²",EI v izdelavi,101215-128
108,465.000 €,,,,"95,20 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V hiši,,1,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:12,do prodaje,3 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950378,9950378,Neopremljeno,2,Menjava za drugo nepremičnino ni možna,"135,70 m²",EI v izdelavi,101215-119
109,156.019 €,,,,,1-sobno,,Prodam,"Savinjska, Vransko, Vransko",V večstanovanjski stavbi,,3,,"Balkon, Atrij, Terasa",,Skupna cena,12.09.2022. ob 15:12,do prodaje,16 -krat,https://www.bolha.com/nepremicnine/vransko-stanovanje-1-sobno-prodaja-oglas-9950377,9950377,,2,Menjava za drugo nepremičnino ni možna,"40,81 m²",B1 (15 - 25 kWh/m2a),101236-54
110,650.000 €,,,,"98,90 m²",4-sobno,1910,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,,4,2022,,,Skupna cena,12.09.2022. ob 15:12,do prodaje,10 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-stanovanje-4-sobno-prodaja-oglas-9950375,9950375,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"120,00 m²",,101157-532
111,1.020.000 €,,,,"169,60 m²","4,5-sobno",2022,Prodam,"Osrednjeslovenska, Ljubljana Center, Trnovo",V večstanovanjski stavbi,,2,,,,Skupna cena,12.09.2022. ob 15:12,do prodaje,3 -krat,https://www.bolha.com/nepremicnine/ljubljana-trnovo-stanovanje-4.5-sobno-prodaja-oglas-9950374,9950374,,2,Menjava za drugo nepremičnino ni možna,"219,10 m²",Ni možno izdati,101231-39
112,399.000 €,,,,"131,40 m²",6 in večsobno,1895,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,,3,,,,Skupna cena,12.09.2022. ob 15:12,do prodaje,15 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-stanovanje-5-in-vecsobno-prodaja-oglas-9950373,9950373,Delno opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"136,00 m²",,101157-385
113,460.000 €,,,,"109,60 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Šmartno pod Šmarno goro",V večstanovanjski stavbi,,2,,,,Skupna cena,12.09.2022. ob 15:12,do prodaje,12 -krat,https://www.bolha.com/nepremicnine/ljubljana-smarna-gora-stanovanje-4-sobno-prodaja-oglas-9950372,9950372,,2,Menjava za drugo nepremičnino ni možna,"132,65 m²",EI v izdelavi,101179-320
114,76.500 €,,,,"66,20 m²",1-sobno,1860,Prodam,"Savinjska, Celje, Savinja",V večstanovanjski stavbi,1.,,,Balkon,,Skupna cena,12.09.2022. ob 14:11,do prodaje,284 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-center-66.00-m2-oglas-9950162,9950162,,,Menjava za drugo nepremičnino ni možna,"55,50 m²",,
115,104.000 €,,,,"52,00 m²",2-sobno,1897,Prodam,"Podravska, Maribor, Center",V večstanovanjski stavbi,1.,1,2017,Balkon,Lopa za shranjevanje,Skupna cena,12.09.2022. ob 13:43,Št. dni: 27 in 16 h,5163 -krat,https://www.bolha.com/nepremicnine/center-koroska-cesta-52.00-m2-oglas-9334213,9334213,,1,,,G (250 do 1000 kWh/m2a) - HR,
116,192.000 €,,,,"51,00 m²",2-sobno,2007,Prodam,"Gorenjska, Kranj, Kranj",V večstanovanjski stavbi,Pritličje,4,,Atrij,,Skupna cena,12.09.2022. ob 13:03,do prodaje,797 -krat,https://www.bolha.com/nepremicnine/kranj-struzevo-pritlicje-atrijem-parking-51.00-m2-oglas-9949841,9949841,Popolnoma opremljeno,1,,,D (60 - 105 kWh/m2a),
117,3.100 €,,,,"63,00 m²",Drugo,1890,Prodam,"Osrednjeslovenska, Ljubljana Center, Mirje",V večstanovanjski stavbi,1.,3,1994,,,Cena na m²,12.09.2022. ob 12:52,Št. dni: 27 in 15 h,121 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-mirje-63.00-m2-oglas-9949799,9949799,,2,Menjava za drugo nepremičnino ni možna,"63,00 m²",EI ni potrebna (334. člen EZ-1),
118,89.900 €,,,,"44,50 m²",1-sobno,1984,Prodam,"Podravska, Maribor, Nova Vas",V večstanovanjski stavbi,,,,,,Skupna cena,12.09.2022. ob 12:05,do prodaje,187 -krat,https://www.bolha.com/nepremicnine/maribor-vas-1-sobno-44-m2-prodamo-oglas-9949584,9949584,,,,"44,50 m²",,
119,315.000 €,,,,"76,50 m²",3-sobno,2023,Prodam,"Gorenjska, Kranj, Kranj",V večstanovanjski stavbi,1.,2,,Balkon,,Skupna cena,12.09.2022. ob 11:52,do prodaje,43 -krat,https://www.bolha.com/nepremicnine/novogradnja-trisobno-stanovanje-oglas-9949533,9949533,,2,,"95,50 m²",,VBČ17
120,327.000 €,,,,"83,60 m²",4-sobno,2023,Prodam,"Gorenjska, Kranj, Kranj",V večstanovanjski stavbi,1.,2,,Balkon,,Skupna cena,12.09.2022. ob 11:44,do prodaje,37 -krat,https://www.bolha.com/nepremicnine/novogradnja-stirisobno-stanovanje-oglas-9949477,9949477,,2,,"109,50 m²",,VBČ21
121,223.000 €,,,,"48,40 m²",1-sobno,2023,Prodam,"Gorenjska, Kranj, Kranj",V večstanovanjski stavbi,1.,2,,Balkon,,Skupna cena,12.09.2022. ob 11:36,do prodaje,40 -krat,https://www.bolha.com/nepremicnine/novogradnja-enosobno-stanovanje-oglas-9949435,9949435,,1,,"62,50 m²",,VBČ18
122,272.500 €,,,,"61,80 m²",2-sobno,2023,Prodam,"Gorenjska, Kranj, Kranj",V večstanovanjski stavbi,Pritličje,2,,Atrij,,Skupna cena,12.09.2022. ob 11:27,do prodaje,28 -krat,https://www.bolha.com/nepremicnine/dvosobno-atrijsko-stanovanje-novogradnja-oglas-9949373,9949373,,2,,"109,90 m²",,VBČ3
123,0 €,,,,"74,00 m²",3-sobno,,Prodam,"Savinjska, Šoštanj, Topolšica",V večstanovanjski stavbi,Pritličje,,,"Balkon, Terasa",,Skupna cena,12.09.2022. ob 11:03,Št. dni: 27 in 14 h,69 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-sostanj-74.00-m2-oglas-9949207,9949207,Popolnoma opremljeno,1,,,,
124,150.000 €,,,,"80,00 m²","3,5-sobno",1976,Prodam,"Podravska, Maribor, Magdalena",V večstanovanjski stavbi,4.,6,,Balkon,,Skupna cena,12.09.2022. ob 10:12,do prodaje,413 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-tabor-magdalena-80.00-m2-oglas-9915904,9915904,,,,"88,10 m²",C (35 - 60 kWh/m2a),
125,234.000 €,,,,"91,00 m²",4-sobno,2010,Prodam,"Podravska, Maribor, Tabor",V večstanovanjski stavbi,6.,,,Loža,,Skupna cena,12.09.2022. ob 10:08,do prodaje,189 -krat,https://www.bolha.com/nepremicnine/maribor-tabor-metropola-4-sobno-stanovanje-99m2-parking-prodamo-oglas-9948903,9948903,,1,,"112,20 m²",C (51 do 100 kWh/m2a) - HR,
126,92.000 €,,,,"50,30 m²",2-sobno,1964,Prodam,"Podravska, Maribor, Ostalo",,3.,4,2022,Balkon,,Skupna cena,12.09.2022. ob 08:23,Št. dni: 27 in 11 h,322 -krat,https://www.bolha.com/nepremicnine/prodamo-2-sobno-stanovanje-teznu-oglas-9806950,9806950,,,,"59,50 m²",,
